m_id,birth_dt
9284,1976
87464,1977
46905,1977
73892,1974
66227,1970
41973,1982
14235,1973
53030,1972
83856,1977
59479,1971
6794,1976
82381,1985
41919,1974
32326,1959
67321,1974
81437,1989
35954,1992
82443,1977
122846,1982
29687,1972
115560,1994
15733,1967
10749,1994
77556,1960
19889,1974
14013,1978
108313,1974
98165,1984
11747,1977
27145,1972
65380,1982
87035,1989
67088,1980
9426,1991
42833,1984
10777,1987
112295,1970
114035,1991
90574,1972
88368,1988
52020,1988
110343,1990
61132,1995
78363,1977
10856,1985
65774,1970
98823,1970
92242,1975
54549,1981
118033,1986
98251,1973
99486,1963
119326,1980
18930,1960
45519,1963
18594,1980
79976,1974
5191,1982
37283,1981
120428,1956
117283,1981
5433,1986
27538,1981
53068,1980
5121,1968
114826,1984
123337,1948
25621,1956
58168,1958
107409,1959
43544,1941
340,1975
77442,1973
102432,1975
5115,1970
17065,1984
36871,1967
111098,1990
37040,1971
120943,1977
28906,1978
8997,1971
25921,1990
105531,1969
75496,1970
35398,1984
42129,1988
65474,1989
10474,1986
13257,1961
117474,1981
108117,1982
61385,1986
17782,1976
78809,1958
62907,1967
31390,1979
54422,1967
103077,1990
101742,1988
54479,1978
102989,1971
63053,1994
40437,1985
11357,1987
102620,1985
97972,1975
115949,1987
110665,1996
101184,1971
52543,1986
35296,1986
828,1986
74879,1982
67766,1973
102000,1980
47463,1982
58269,1975
9423,1976
35380,1976
89390,1980
17536,1983
124218,1981
80951,1968
50114,1973
28970,1972
65478,1972
108566,1993
5273,1987
104704,1970
112765,1983
75585,1973
56404,1974
102041,1974
85397,1973
100070,1969
33160,1976
24597,1986
53863,1977
1534,1986
40193,1971
20744,1975
956,1965
64471,1975
87995,1981
67053,1967
34295,1984
98430,1977
54589,1978
59131,1980
82945,1969
99780,1971
37989,1974
80059,1980
13401,1971
79621,1971
62135,1978
59012,1976
71306,1982
1113,1978
56391,1987
117941,1988
88455,1973
1618,1980
113791,1968
97661,1970
35064,1969
99564,1973
28763,1971
94402,1983
85679,1984
12985,1987
47817,1986
99282,1991
15240,1986
68031,1963
42104,1990
109625,1981
70115,1981
96539,1976
93806,1989
94551,1988
58155,1984
74130,1982
68226,1968
98655,1981
42319,1971
85958,1984
23205,1978
54557,1985
23462,1969
10151,1972
84669,1970
3635,1970
61589,1979
114724,1970
115136,1963
10363,1984
28520,1993
83551,1969
59193,1967
24562,1995
14604,1971
67362,1965
75817,1979
122038,1988
59494,1972
103811,1959
6404,1960
103521,1959
96893,1979
70604,1977
51227,1984
3406,1983
123168,1989
25350,1988
13663,1990
54183,1987
114275,1988
82188,1974
80714,1978
56814,1977
36317,1991
9739,1993
88043,1971
40083,1977
50921,1974
103291,1981
8327,1989
74623,1987
59930,1978
65471,1964
566,1978
120547,1984
59889,1981
186,1985
30516,1983
1683,1978
12475,1983
16452,1989
81488,1982
45632,1990
49283,1992
71344,1977
110875,1993
25562,1985
15905,1960
99593,1976
85983,1966
39806,1967
122357,1971
12181,1976
114519,1979
10133,1983
61911,1968
1861,1980
118587,1976
107456,1979
7846,1971
51490,1969
39707,1964
82571,1970
42272,1973
78294,1965
67427,1984
56004,1983
120199,1988
4726,1981
124341,1983
105475,1974
85350,1988
40167,1992
123946,1982
41817,1972
27256,1994
52788,1969
55219,1966
45963,1965
86160,1967
60999,1983
112995,1987
13612,1977
24115,1995
52286,1981
80678,1983
63906,1977
98630,1994
51844,1993
60390,1968
78124,1981
28737,1971
79636,1970
104598,1970
105284,1970
4412,1972
23492,1968
116796,1987
107200,1974
105847,1971
16192,1993
45419,1974
103129,1971
75291,1968
44610,1970
10645,1962
25166,1970
25103,1986
3677,1975
27884,1970
99929,1973
65358,1972
72870,1966
59706,1964
46144,1986
18038,1988
77073,1985
89751,1990
17846,1992
87358,1991
123462,1987
74134,1976
18980,1985
54857,1977
45886,1959
64644,1983
90566,1958
39704,1966
41160,1976
60132,1976
21385,1979
108134,1975
5827,1984
32545,1986
59486,1976
36036,1970
23242,1966
64674,1987
115994,1959
114264,1973
91217,1960
30549,1963
87289,1981
12971,1966
91836,1972
5256,1966
18902,1958
12782,1976
14676,1965
96681,1981
116897,1962
5760,1991
50267,1986
65098,1975
87365,1992
118837,1966
67613,1974
13241,1970
57111,1981
29859,1974
67020,1964
110758,1965
77059,1978
5660,1985
62110,1984
54151,1988
104180,1988
73147,1985
104809,1970
72632,1985
2852,1972
119994,1961
51148,1962
64850,1985
57125,1980
53046,1980
98723,1976
81553,1983
29406,1990
107095,1991
122751,1987
34934,1973
47194,1982
103982,1980
43953,1985
118953,1988
64633,1983
121544,1990
59473,1980
44103,1991
39911,1970
54416,1992
105057,1979
53634,1994
63285,1994
69757,1973
85991,1975
98144,1962
10871,1974
83983,1966
86934,1970
94466,1974
4490,1980
49487,1987
48396,1986
91939,1990
7543,1985
107416,1957
101893,1969
39569,1981
44828,1981
84479,1970
23943,1980
104451,1984
15501,1973
20515,1991
107256,1981
42856,1991
25391,1977
112501,1979
19442,1970
12345,1958
21857,1990
122114,1971
108917,1970
109347,1974
59713,1960
37533,1969
44253,1978
12430,1981
54144,1993
48287,1959
54102,1969
506,1989
123954,1982
18935,1989
42429,1969
88948,1978
35634,1993
101957,1991
107748,1991
86287,1980
61686,1976
121690,1972
25071,1995
43559,1968
5599,1974
17841,1956
24619,1991
62808,1982
33003,1982
74884,1972
41142,1973
23178,1964
35059,1978
13051,1994
81248,1963
83883,1979
8677,1978
94054,1968
48790,1972
100442,1968
34634,1989
34038,1988
103631,1988
108251,1978
72376,1976
30364,1986
13163,1985
99524,1986
103492,1980
95601,1970
98290,1983
72284,1966
114700,1972
13874,1987
73110,1970
121931,1975
48783,1982
35399,1964
66656,1992
58981,1968
72253,1976
68090,1982
120733,1989
9030,1989
104469,1985
105137,1957
67889,1977
53454,1979
102922,1961
64071,1980
77241,1973
94489,1978
116661,1968
104923,1963
117743,1967
10061,1984
3117,1974
35672,1991
34701,1984
119516,1970
59676,1980
122261,1981
96040,1988
64491,1973
42923,1992
61749,1993
79729,1977
113344,1987
47038,1981
62700,1994
27276,1977
32994,1974
117160,1983
66698,1988
33102,1989
40742,1988
50078,1988
57712,1992
102402,1998
81527,1989
55864,1991
64382,1991
33345,1987
31634,1992
116995,1990
81505,1986
50665,1995
29022,1992
92437,1971
102545,1983
56374,1992
108758,1992
115536,1978
90113,1969
109519,1968
46211,1976
40579,1978
41352,1989
75550,1975
93153,1983
119038,1971
57930,1984
33640,1980
33252,1974
115192,1972
55812,1972
57615,1974
48773,1994
43961,1974
53395,1967
95577,1966
90621,1979
119497,1977
26622,1986
117575,1977
100317,1983
110988,1970
1796,1963
87544,1970
88458,1981
107856,1976
60554,1968
83730,1989
19426,1978
99481,1985
119544,1992
60703,1987
18919,1979
52116,1995
61478,1980
113393,1981
30772,1985
80696,1988
90001,1983
18913,1984
78003,1972
52251,1984
36011,1970
14419,1975
41084,1969
3821,1976
63604,1992
79948,1965
93616,1962
90136,1974
30797,1969
6610,1982
68623,1980
64815,1971
59864,1980
3608,1987
108825,1986
16147,1962
95045,1992
19739,1980
117146,1984
36443,1964
24761,1984
84168,1957
62026,1985
30987,1964
48221,1986
3577,1978
15616,1984
52730,1966
102050,1972
80663,1973
116772,1955
57760,1969
44139,1981
42045,1988
54705,1968
118244,1981
98347,1977
80816,1984
101928,1992
60289,1997
22222,1979
108700,1972
11478,1974
8844,1986
21622,1961
51748,1992
1515,1962
53556,1978
46613,1966
92835,1970
109597,1988
46304,1976
58662,1984
45430,1960
103822,1974
28450,1958
49726,1972
104908,1987
58847,1967
42594,1977
52822,1969
101526,1973
79613,1972
44241,1980
111744,1978
14085,1987
68020,1977
24370,1981
58410,1972
16472,1985
21255,1982
60257,1970
55713,1984
85503,1973
51123,1977
86872,1962
121022,1978
34489,1988
56732,1980
92467,1976
26059,1991
103547,1971
89943,1985
74557,1987
79793,1969
116939,1981
85797,1971
98017,1967
53012,1979
76470,1976
71651,1969
7271,1979
91383,1973
37520,1988
121705,1988
113995,1967
74180,1975
14294,1972
54012,1983
26300,1974
14035,1984
107055,1985
24615,1968
84455,1984
124494,1988
101946,1986
83051,1985
736,1992
54033,1986
120613,1979
51594,1976
6208,1979
10681,1985
69577,1986
105011,1989
49900,1975
106850,1982
113943,1975
34422,1978
56052,1975
18550,1962
102672,1988
2306,1979
68704,1971
82261,1984
88973,1972
24901,1980
27294,1967
7280,1985
100415,1974
22801,1966
18706,1968
50959,1967
63822,1969
62109,1975
122922,1973
60397,1974
66449,1953
103998,1970
97355,1971
54990,1990
110603,1983
74091,1971
68287,1974
102747,1988
102717,1961
73259,1973
5561,1971
38041,1975
64806,1967
116402,1967
55707,1967
56906,1978
39566,1967
39403,1967
17570,1966
89831,1965
39780,1964
1975,1985
97183,1990
54528,1984
96403,1974
113689,1965
10257,1975
25885,1983
33859,1983
63169,1974
79806,1986
10637,1979
66559,1973
48748,1977
37937,1991
5471,1977
108914,1975
28268,1975
34658,1982
68431,1989
71732,1974
58570,1976
113248,1966
68223,1967
28411,1975
120429,1978
56328,1994
52819,1978
105794,1967
123752,1980
122834,1965
81067,1981
35967,1972
1587,1992
8642,1971
50636,1974
38442,1987
25573,1968
66427,1973
25370,1964
89538,1972
40728,1970
30976,1966
37093,1972
44489,1984
33546,1985
11040,1971
65959,1981
18443,1981
106642,1984
101124,1978
49701,1985
57088,1981
64467,1967
100758,1973
14161,1979
112193,1977
62418,1982
30949,1984
24591,1984
94419,1977
77158,1978
42083,1976
95851,1970
40772,1987
7103,1980
2997,1984
21224,1991
4526,1990
103984,1975
6931,1972
9981,1974
102278,1968
82768,1987
84117,1983
102768,1979
115913,1981
58246,1981
113376,1980
350,1987
95258,1980
85102,1988
49281,1984
101205,1991
13166,1989
35801,1963
98432,1975
6645,1982
19780,1980
92375,1955
34901,1976
78359,1971
82217,1978
120099,1971
53176,1984
50388,1984
61309,1995
19372,1976
7945,1980
13990,1974
108959,1982
57337,1973
14876,1976
89914,1994
33363,1981
53208,1979
44715,1977
28616,1977
54571,1979
62413,1988
84014,1986
49204,1985
23187,1981
114029,1989
102449,1971
32052,1982
104978,1978
27346,1974
104145,1978
120113,1992
115198,1990
100962,1967
63641,1992
91682,1979
63575,1965
91838,1970
116049,1982
63144,1975
99694,1972
65093,1981
11440,1983
58582,1987
11619,1990
52554,1969
23607,1988
86025,1986
44862,1978
11438,1977
54647,1973
83210,1987
100770,1972
61984,1983
61875,1967
88858,1981
59214,1991
53630,1983
20067,1986
118412,1988
15739,1979
49342,1961
41882,1971
123088,1974
56385,1977
25393,1982
43547,1959
123211,1983
111539,1975
21271,1989
96182,1988
117281,1967
51494,1976
87004,1967
63025,1984
95255,1968
68059,1979
119704,1991
25778,1961
28036,1975
5870,1972
113252,1968
58869,1977
69067,1989
80141,1992
63361,1982
78559,1991
23726,1965
29739,1980
39216,1979
85508,1972
97816,1974
54432,1968
46111,1979
123034,1971
41287,1981
25141,1979
23027,1981
21688,1988
37011,1973
92528,1990
95200,1988
40282,1989
100337,1983
79769,1975
9421,1984
62165,1981
29649,1979
85607,1973
92966,1966
54215,1988
108419,1965
41622,1964
74843,1971
30328,1972
51134,1992
23667,1982
10789,1980
92842,1968
66796,1972
54700,1979
88306,1969
25499,1965
26562,1980
71002,1972
110903,1971
121554,1983
64679,1972
56885,1969
92026,1971
121058,1984
43114,1971
96716,1976
17862,1982
124615,1990
35944,1967
90163,1975
26294,1964
724,1967
64773,1974
92574,1978
111839,1973
13180,1984
112593,1969
74803,1974
18369,1985
93460,1971
81009,1987
40359,1974
117173,1954
41029,1966
65445,1980
122936,1989
79941,1988
59499,1990
80198,1974
25710,1983
1500,1967
114657,1974
36964,1968
60912,1954
48423,1980
65240,1984
11282,1977
42062,1972
123423,1970
76384,1991
108182,1971
121524,1968
44580,1989
95192,1990
52383,1959
99582,1973
103438,1986
21825,1982
13178,1968
41909,1981
82803,1976
55859,1977
74740,1978
66204,1992
31617,1967
97269,1976
99488,1971
6262,1970
31512,1985
47054,1992
51697,1973
123888,1971
109807,1984
116445,1968
30158,1983
109640,1977
78191,1980
108872,1969
122086,1983
27569,1982
102023,1972
60641,1973
95821,1976
17809,1985
105179,1962
22422,1972
41575,1984
84606,1971
72080,1970
87207,1959
85722,1971
57637,1966
91160,1977
115225,1990
23600,1970
60631,1968
38404,1972
61995,1959
39239,1970
29965,1961
7630,1965
100959,1978
58006,1965
111976,1974
91323,1966
53141,1966
11488,1976
49939,1981
71455,1954
101723,1961
100558,1968
24835,1975
40753,1975
12458,1964
120116,1973
49622,1980
24684,1972
88670,1985
23471,1968
121710,1972
26366,1961
14648,1975
3599,1962
48693,1968
76104,1954
16207,1985
81636,1955
20256,1989
13452,1966
51986,1977
38888,1975
105574,1989
71786,1977
7771,1960
60071,1986
122249,1982
25719,1981
20010,1982
76393,1977
82858,1958
24709,1973
95982,1970
113058,1974
121541,1978
75853,1954
61976,1986
88405,1970
67071,1968
10847,1975
49912,1986
21301,1961
48139,1966
35661,1979
17076,1972
71927,1987
15759,1981
11636,1977
121509,1960
87862,1970
39233,1985
1828,1983
26539,1986
74513,1983
12612,1993
92878,1996
17460,1998
91513,1989
85563,1987
16847,1977
29313,1993
98056,1972
8541,1978
10711,1978
97786,1983
27887,1987
61994,1987
79909,1987
32306,1974
79379,1989
34405,1967
116121,1990
78736,1989
107596,1970
82207,1993
95586,1986
54282,1978
16246,1972
24693,1991
10278,1991
22684,1992
115798,1992
38114,1993
103888,1994
56187,1994
4648,1988
2958,1981
62839,1991
73412,1987
114604,1972
118104,1994
49037,1970
13139,1989
39224,1986
121653,1981
27076,1972
72058,1965
79757,1976
109634,1992
102369,1982
4550,1982
25518,1988
113580,1977
113765,1955
114714,1973
23551,1963
34668,1966
12922,1960
31068,1971
75723,1986
122004,1986
2074,1977
103940,1953
75593,1969
15114,1958
38104,1980
16004,1980
33398,1964
112782,1968
88416,1980
83587,1989
94716,1973
65460,1972
122244,1975
94979,1972
116424,1969
85642,1970
111788,1993
117172,1978
69439,1980
24612,1986
107075,1974
36544,1976
67029,1980
81008,1977
120239,1981
109711,1975
51803,1969
78522,1983
45916,1992
92457,1982
83114,1970
121255,1958
57479,1996
19877,1981
21499,1982
84244,1990
23319,1995
93741,1985
54400,1989
71432,1959
11993,1978
33382,1992
19677,1983
11037,1991
67188,1966
62434,1967
63201,1969
106320,1975
30731,1981
60437,1965
64123,1962
74103,1955
101822,1982
75865,1966
72261,1975
110821,1963
83070,1974
121158,1974
78565,1987
11503,1980
81973,1991
83722,1969
44385,1973
51942,1984
86698,1985
84352,1967
8548,1994
33065,1991
96600,1980
53774,1969
94412,1987
53346,1977
99035,1983
81056,1968
22095,1959
38359,1963
109225,1964
89785,1958
119545,1966
98327,1957
38889,1968
7696,1965
37505,1983
53377,1972
15480,1966
93240,1979
42130,1985
110457,1969
97301,1975
98654,1971
118291,1971
7868,1980
15601,1975
28965,1969
7304,1974
117745,1988
107488,1984
9998,1987
57810,1969
14234,1976
64395,1971
30743,1985
69186,1986
51402,1994
15341,1994
120856,1989
47768,1987
32021,1981
14525,1974
62844,1973
18881,1965
13654,1979
42453,1975
19067,1987
86935,1988
101629,1989
110823,1989
64011,1967
5951,1982
113290,1969
77640,1970
107132,1966
15437,1989
116952,1984
25195,1972
62182,1991
62487,1983
28934,1977
64160,1972
747,1981
111394,1965
66210,1977
16594,1968
79579,1971
70649,1979
38269,1976
67060,1978
28687,1982
48959,1976
5928,1978
76505,1990
11290,1982
67819,1989
36481,1980
34035,1984
68466,1980
25079,1986
26992,1986
64675,1971
16727,1987
94884,1976
106136,1976
97139,1982
117762,1976
103463,1972
1059,1972
22160,1976
72760,1980
59027,1986
16267,1979
88058,1978
90186,1988
23803,1976
23506,1983
68763,1969
56543,1973
114290,1985
54618,1960
49782,1992
3962,1982
110783,1972
8644,1965
6775,1990
54627,1986
76078,1986
3940,1990
99178,1958
73842,1968
32354,1969
85089,1987
23491,1992
1178,1974
101815,1979
29543,1979
35463,1978
96743,1988
121382,1987
89221,1989
9368,1990
77130,1992
95692,1986
91134,1987
84621,1991
94944,1994
70105,1978
110327,1991
48901,1972
72757,1992
71005,1963
32091,1984
115016,1974
79338,1985
37130,1982
61455,1981
86277,1992
17117,1980
79291,1967
43142,1971
116377,1981
25619,1980
124505,1979
31365,1981
4196,1992
55287,1986
53512,1995
117648,1983
36919,1958
13364,1967
91557,1978
26189,1968
42516,1977
87429,1966
73941,1969
114452,1986
98809,1978
65814,1987
107519,1983
84786,1971
112921,1972
24740,1979
39898,1992
22119,1961
100671,1976
46658,1961
44761,1960
66121,1970
60383,1987
63183,1982
111689,1989
62543,1992
46370,1979
16431,1978
65569,1974
22311,1985
113268,1984
111740,1984
118270,1961
109668,1985
109539,1980
115018,1956
46398,1978
61983,1988
5929,1986
17531,1973
28362,1992
65073,1992
64102,1981
40252,1987
69898,1992
98778,1969
82146,1969
51257,1993
61419,1989
109871,1973
62824,1988
91066,1960
5670,1979
101352,1972
94621,1966
50220,1985
20016,1958
105317,1966
55688,1979
88555,1986
13322,1991
90212,1979
70187,1982
57754,1975
41735,1983
109098,1980
13660,1975
39584,1957
8320,1967
116685,1994
79096,1967
97193,1983
73491,1972
28790,1977
3808,1980
48082,1962
97095,1991
22582,1993
50003,1977
5028,1988
33390,1983
53204,1991
97620,1973
124619,1990
108256,1970
115678,1981
80225,1994
55855,1982
73728,1993
69465,1994
117399,1963
74314,1967
19716,1983
25472,1966
87380,1981
35123,1967
298,1969
63010,1974
8780,1972
97165,1970
36254,1970
11030,1971
36221,1978
124195,1973
112251,1965
50355,1955
27868,1992
16395,1989
95749,1982
83166,1978
91427,1965
330,1983
121319,1977
80755,1985
17977,1985
104069,1981
108823,1974
95053,1983
74594,1969
111794,1990
78963,1982
102952,1981
42659,1969
55348,1990
23955,1978
68983,1985
5814,1985
38913,1978
58148,1976
62475,1968
64564,1983
68425,1968
12343,1979
59146,1978
94441,1972
67463,1975
36393,1992
114364,1992
46320,1992
82330,1968
39025,1974
9638,1985
50897,1992
111254,1978
44952,1970
124669,1983
93312,1986
55417,1986
51122,1970
34192,1981
348,1987
91659,1989
63890,1972
34554,1988
6203,1974
98713,1978
48009,1972
29771,1980
24388,1992
88824,1993
32066,1976
74685,1981
99806,1977
41636,1984
114197,1986
50835,1963
52936,1965
22728,1977
19165,1972
83836,1970
42668,1978
41023,1969
47261,1972
45153,1980
3129,1991
41079,1968
80424,1965
107218,1956
44179,1986
16061,1972
69691,1996
36489,1992
6333,1992
19078,1976
21158,1996
55733,1980
31540,1961
93968,1971
94740,1965
26129,1980
58477,1987
69488,1986
54697,1992
109582,1982
58723,1952
46230,1973
119221,1979
22758,1979
52694,1973
85956,1962
29688,1978
35568,1981
76670,1986
17736,1987
117096,1982
91996,1979
62505,1979
121421,1985
82110,1973
6822,1978
14568,1986
27214,1973
100797,1971
37852,1989
60091,1967
20605,1992
12197,1973
82213,1990
92361,1956
19983,1966
41890,1961
34111,1964
65892,1965
76048,1955
45920,1963
68307,1959
96002,1974
72907,1967
86675,1987
31368,1968
93184,1979
74323,1978
55791,1986
122661,1974
114493,1977
17337,1997
36851,1989
99707,1990
51486,1992
20870,1987
82730,1994
26783,1996
110089,1975
31027,1988
40552,1977
17258,1991
22379,1992
98994,1987
12744,1984
119985,1991
75996,1972
42981,1963
14802,1971
101132,1990
86298,1984
64478,1957
48876,1992
1539,1958
97401,1977
36225,1965
10100,1964
68790,1983
109283,1987
80592,1983
60503,1973
102160,1972
110502,1958
9370,1985
92806,1970
107545,1964
123696,1958
22868,1982
47306,1949
53598,1960
54325,1965
22308,1980
31066,1984
44475,1976
84854,1968
66938,1985
60680,1986
84063,1981
36482,1964
77938,1955
122844,1956
27137,1972
12811,1979
11193,1974
26735,1975
41322,1983
64385,1984
96632,1976
29245,1975
45715,1982
90182,1977
56736,1978
68345,1977
88851,1968
46727,1979
109667,1979
117128,1980
99927,1992
77045,1984
86890,1975
2667,1966
107563,1976
48755,1967
24592,1980
49456,1981
52614,1989
64094,1986
19966,1974
26318,1971
12599,1975
52274,1970
59114,1977
10671,1990
66642,1975
122189,1957
31448,1990
68701,1993
72087,1970
74431,1980
54000,1954
71963,1978
15378,1967
87231,1973
63226,1981
84167,1987
77790,1980
105810,1972
115228,1970
116915,1995
73194,1985
67712,1994
69362,1958
56610,1984
106383,1982
70989,1973
94554,1987
108703,1988
12735,1986
83866,1980
43951,1977
111741,1985
20874,1975
16985,1977
70185,1969
54343,1970
46589,1993
98319,1961
113633,1986
90386,1965
109409,1980
9604,1971
114310,1981
62082,1978
42762,1968
74092,1985
124052,1973
100696,1978
119593,1978
10813,1968
26763,1975
54288,1972
88518,1976
9009,1981
84262,1989
31263,1975
27752,1984
94088,1985
115257,1973
65891,1960
42513,1976
65102,1977
114537,1969
59618,1979
54530,1975
113441,1956
22079,1962
21866,1964
82704,1990
84674,1983
120040,1980
113789,1970
84859,1988
34722,1973
64321,1969
89711,1985
17819,1965
27544,1984
112520,1968
123576,1957
1962,1966
123155,1970
114993,1977
12764,1984
99799,1971
33475,1967
51180,1959
59701,1975
13822,1972
102002,1966
20178,1961
114024,1968
91902,1968
112255,1976
64246,1988
16568,1984
24970,1989
6649,1986
89100,1973
17734,1988
105446,1989
17853,1985
36053,1963
33883,1957
30310,1976
86432,1971
52934,1976
29912,1974
119152,1981
19218,1976
48835,1974
1380,1989
122309,1977
28861,1989
94526,1980
79753,1977
71544,1964
45115,1990
92746,1976
8624,1978
19527,1970
3456,1972
59383,1977
109530,1976
72059,1972
63631,1981
46861,1958
48062,1967
3032,1978
87632,1991
101527,1966
46930,1988
109419,1962
27845,1964
41860,1966
57030,1969
118294,1984
17631,1971
3603,1979
34718,1990
71454,1992
82618,1979
10231,1992
63689,1992
82740,1992
43353,1990
71185,1988
105393,1971
58020,1986
81730,1993
57409,1994
30725,1985
13157,1994
54329,1973
14838,1994
61688,1980
11849,1988
54139,1988
48509,1993
99021,1987
23571,1987
72639,1990
2114,1993
53880,1983
32697,1988
101534,1959
23076,1984
37940,1981
60425,1968
71783,1986
91651,1985
116458,1966
13981,1979
122205,1977
8940,1997
115790,1964
17428,1961
112364,1956
24706,1973
56122,1980
34796,1978
94844,1964
72513,1953
103010,1967
25460,1970
9934,1989
105030,1973
17746,1969
33507,1970
78517,1972
66304,1978
41804,1963
15456,1994
94166,1975
69443,1984
42256,1988
32236,1974
51831,1966
16320,1971
60758,1971
42974,1986
75121,1986
102616,1982
108620,1976
67370,1978
109255,1966
51324,1982
10057,1990
69560,1977
109951,1972
74322,1972
38942,1992
15821,1969
48570,1974
41486,1982
67417,1974
56886,1991
93389,1990
120289,1985
103147,1979
5885,1986
27457,1983
67851,1980
17362,1985
46744,1981
115427,1982
98420,1971
107670,1968
120077,1976
109580,1996
104950,1990
89023,1963
99419,1982
77756,1976
119253,1991
39548,1993
40637,1977
45092,1970
108209,1971
124340,1972
62788,1966
46582,1977
96894,1975
64247,1991
113412,1976
49677,1976
79684,1993
50831,1953
59392,1956
3975,1966
12937,1974
18502,1965
16080,1967
13797,1967
116943,1982
38953,1980
47975,1977
20826,1988
1535,1985
98668,1957
101488,1985
90266,1978
49109,1989
94326,1985
85143,1978
112229,1980
32112,1982
28159,1970
61596,1987
16867,1970
70513,1975
116486,1993
109616,1969
49434,1968
85682,1973
16896,1967
21753,1974
18882,1974
113267,1980
18337,1984
37053,1977
14147,1973
19605,1979
77281,1994
19666,1987
20872,1960
9361,1971
89414,1970
118428,1975
111686,1973
89603,1974
87572,1977
106731,1980
42997,1969
34093,1959
89570,1968
112378,1967
10032,1979
50416,1982
93418,1983
15587,1951
11539,1973
67097,1966
112542,1949
94369,1972
52231,1987
123532,1968
105890,1963
76662,1972
1273,1970
55759,1976
9425,1972
114060,1979
36223,1991
109479,1986
110645,1970
46393,1983
63562,1982
85240,1986
66123,1975
98137,1978
80752,1989
68369,1979
86852,1983
6081,1994
29412,1980
45027,1976
36716,1959
124155,1983
121641,1966
102913,1988
105354,1956
66599,1989
105722,1981
16613,1972
116886,1987
47414,1972
49586,1970
73244,1983
61616,1962
94681,1993
67059,1960
66575,1977
60484,1983
27350,1972
71980,1987
110897,1978
94802,1992
54164,1969
39582,1986
59294,1986
39999,1969
16220,1985
107134,1983
15431,1974
35888,1987
119203,1968
53541,1970
19521,1979
31731,1983
112133,1967
96846,1974
66534,1977
119296,1975
122377,1978
10967,1989
50815,1979
95733,1971
65596,1964
74310,1985
14305,1984
25977,1983
64009,1985
99041,1976
95565,1968
58652,1973
121425,1985
69545,1977
7625,1985
107377,1979
59142,1973
44251,1970
938,1986
25126,1977
37216,1979
119529,1996
74304,1984
53298,1964
122605,1980
105766,1984
31499,1991
4321,1981
100343,1971
23526,1985
99210,1974
71596,1972
98354,1978
4728,1980
10706,1984
36385,1988
85759,1975
89587,1959
59784,1971
4236,1986
67275,1987
37273,1968
3386,1976
112724,1965
17634,1961
27649,1982
112659,1981
51636,1966
123385,1978
66445,1977
248,1981
16400,1970
63762,1971
72349,1976
21095,1966
21055,1991
12845,1979
85544,1986
42303,1990
47734,1988
66373,1992
5101,1979
15401,1960
64647,1958
106092,1957
73529,1957
41346,1973
119445,1981
104175,1984
2961,1971
18876,1972
72662,1982
75002,1985
100750,1969
60016,1971
8783,1983
93990,1997
114300,1998
31059,1982
50952,1989
19779,1982
122499,1989
69752,1979
6383,1984
33537,1987
39774,1989
45164,1989
87673,1976
101617,1997
29007,1986
109692,1962
121159,1981
46110,1973
50372,1955
7297,1952
73020,1976
116365,1981
95651,1987
56820,1990
7053,1977
97543,1993
56492,1995
4341,1983
110590,1988
51621,1984
58820,1991
84142,1996
6823,1989
78320,1992
32426,1992
106623,1977
55153,1976
88411,1991
49869,1993
24258,1987
24025,1995
117001,1989
109162,1972
61319,1990
118579,1988
40286,1985
72552,1991
53899,1964
82329,1976
1821,1974
57075,1979
22284,1979
93237,1982
105800,1973
21089,1984
109354,1984
22887,1974
17719,1975
53908,1988
91279,1977
20498,1973
8568,1970
21405,1975
57917,1978
95742,1968
9640,1968
24957,1975
15441,1982
30116,1983
55569,1976
60146,1976
92352,1972
40766,1985
74869,1971
100146,1965
22733,1982
42733,1988
108399,1968
89598,1968
97840,1976
109612,1980
83426,1961
95171,1970
34755,1979
57573,1971
93270,1968
33205,1978
122325,1972
21320,1973
15328,1990
24297,1988
4212,1967
116193,1973
52297,1965
104513,1992
3200,1982
105114,1993
107131,1967
30922,1956
66252,1968
7115,1974
76672,1989
1784,1965
57651,1969
122397,1984
55053,1994
118827,1978
9481,1977
28571,1966
104893,1975
98962,1987
80100,1984
101558,1960
85154,1979
12516,1993
29885,1984
20300,1987
7450,1993
77739,1989
20485,1973
65594,1987
104989,1981
35951,1979
68597,1990
84688,1987
92216,1989
54671,1979
75840,1984
63107,1967
60529,1996
89830,1968
52595,1969
42781,1973
45012,1982
83245,1991
104461,1969
4566,1972
80047,1995
84678,1970
65818,1979
31784,1956
63469,1980
10264,1959
95989,1963
66737,1977
86009,1987
55912,1969
89322,1983
22918,1972
19433,1959
21751,1984
63676,1989
55731,1994
30780,1990
76381,1989
77185,1980
72014,1968
75282,1990
96075,1966
48372,1971
123081,1985
88856,1978
72624,1978
74643,1982
86930,1989
54318,1969
22536,1967
11854,1977
86187,1982
39655,1981
98066,1980
2754,1975
30902,1982
105508,1989
18130,1979
6144,1974
100937,1965
70222,1971
114716,1977
78029,1970
43297,1983
109639,1977
69665,1970
83321,1971
87367,1973
115964,1983
60035,1984
106778,1992
2383,1967
92736,1978
49623,1958
107338,1978
87047,1991
81476,1986
51645,1969
3664,1986
61505,1978
2297,1972
17326,1963
8170,1979
58472,1968
122799,1971
119277,1973
1942,1970
70917,1984
54078,1970
53771,1968
16266,1954
